,nominee_type,year,winner,award,title
3677,people,1996,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kyra Sedgwick
3678,people,1996,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mira Sorvino
3679,people,1996,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christine Baranski
3680,people,1996,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Melanie Griffith
3681,people,1996,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lisa Kudrow
3682,people,1996,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julianna Margulies
3683,people,1996,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shirley Knight
3684,people,1996,True,Best Performance by an Actress In A Television Series - Drama,Jane Seymour
3685,people,1996,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jamie Lee Curtis
3686,film,1996,False,Best Motion Picture – Non-English Language,French Twist
3687,people,1996,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Winslet
3688,people,1996,False,Best Director - Motion Picture,Rob Reiner
3689,people,1996,False,Best Director - Motion Picture,Ron Howard
3690,people,1996,False,Best Original Score - Motion Picture,Alan Menken
3691,people,1996,False,Best Original Score - Motion Picture,Patrick Doyle
3692,people,1996,True,Best Director - Motion Picture,Mel Gibson
3693,people,1996,False,Best Director - Motion Picture,Martin Scorsese
3694,people,1996,True,Best Original Score - Motion Picture,Maurice Jarre
3695,people,1996,False,Best Director - Motion Picture,Mike Figgis
3696,people,1996,False,Best Director - Motion Picture,Ang Lee
3697,people,1995,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Terence Stamp
3698,people,1995,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant
3699,people,1995,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Kelsey Grammer
3700,people,1995,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Craig Nelson
3701,people,1995,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Paul Reiser
3702,people,1995,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine
3703,people,1995,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp
3704,people,1995,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Jerry Seinfeld
3705,people,1995,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Garry Shandling
3706,people,1995,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Tim Allen
3707,people,1995,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Kevin Bacon
3708,people,1995,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Samuel L. Jackson
3709,people,1995,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gary Sinise
3710,people,1995,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Turturro
3711,people,1995,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Martin Landau
3712,people,1995,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Arnold Schwarzenegger
3713,people,1995,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen
3714,people,1995,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey
3715,people,1995,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Patricia Richardson
3716,people,1995,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Ellen DeGeneres
3717,people,1995,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Brett Butler
3718,people,1995,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Thompson
3719,people,1995,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jamie Lee Curtis
3720,people,1995,True,Best Performance by an Actress In A Television Series - Drama,Claire Danes
3721,people,1995,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Fyvush Finkel
3722,people,1995,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Kirstie Alley
3723,people,1995,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Irene Bedard
3724,people,1995,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Diane Keaton
3725,people,1995,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Diana Ross
3726,people,1995,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Joanne Woodward
3727,people,1995,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Geena Davis
3728,people,1995,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Andie MacDowell
3729,people,1995,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jason Alexander
3730,tv-show,1995,False,Best Television Series - Drama,ER
3731,people,1995,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Hyde-Pierce
3732,tv-show,1995,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",White Mile
3733,tv-show,1995,False,Best Television Series - Musical or Comedy,Home Improvement
3734,tv-show,1995,False,Best Television Series - Musical or Comedy,Seinfeld
3735,tv-show,1995,True,Best Television Series - Musical or Comedy,Mad About You
3736,tv-show,1995,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Fatherland
3737,tv-show,1995,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Return of the Native
3738,tv-show,1995,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Roswell
3739,tv-show,1995,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Burning Season
3740,people,1995,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Malkovich
3741,song,1995,True,Best Original Song - Motion Picture,Can You Feel the Love Tonight?
3742,song,1995,False,Best Original Song - Motion Picture,Circle of Life
3743,song,1995,False,Best Original Song - Motion Picture,The Color of the Night
3744,song,1995,False,Best Original Song - Motion Picture,Far Longer Than Forever
3745,song,1995,False,Best Original Song - Motion Picture,I'll Remember
3746,song,1995,False,Best Original Song - Motion Picture,Look What Love Has Done
3747,tv-show,1995,False,Best Television Series - Musical or Comedy,Grace Under Fire
3748,tv-show,1995,False,Best Television Series - Musical or Comedy,Frasier
3749,tv-show,1995,True,Best Television Series - Drama,The X-Files
3750,tv-show,1995,False,Best Television Series - Drama,Picket Fences
3751,tv-show,1995,False,Best Television Series - Drama,NYPD Blue
3752,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Liz Torres
3753,tv-show,1995,False,Best Television Series - Drama,Chicago Hope
3754,people,1995,False,Best Performance by an Actress In A Television Series - Drama,Jane Seymour
3755,people,1995,False,Best Performance by an Actress In A Television Series - Drama,Heather Locklear
3756,people,1995,False,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury
3757,people,1995,False,Best Performance by an Actress In A Television Series - Drama,Kathy Baker
3758,people,1995,True,Best Performance by an Actress in a Motion Picture - Drama,Jessica Lange
3759,people,1995,False,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep
3760,people,1995,False,Best Performance by an Actress in a Motion Picture - Drama,Miranda Richardson
3761,people,1995,False,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Jason Leigh
3762,people,1995,False,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
3763,people,1995,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Edward James Olmos
3764,people,1995,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Miranda Richardson
3765,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tyne Daly
3766,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Leigh Taylor-Young
3767,film,1995,False,Best Motion Picture - Musical or Comedy,Four Weddings and a Funeral
3768,film,1995,False,Best Motion Picture - Drama,Nell
3769,film,1995,False,Best Motion Picture - Drama,Pulp Fiction
3770,film,1995,False,Best Motion Picture - Drama,Quiz Show
3771,film,1995,True,Best Motion Picture - Drama,Forrest Gump
3772,film,1995,False,Best Motion Picture - Musical or Comedy,Queen of the Desert Adventures of Priscilla
3773,film,1995,False,Best Motion Picture - Musical or Comedy,Ed Wood
3774,film,1995,False,Best Motion Picture - Musical or Comedy,Ready to Wear
3775,people,1995,False,Best Original Score - Motion Picture,James Horner
3776,film,1995,True,Best Motion Picture - Musical or Comedy,The Lion King (1994)
3777,people,1995,False,Best Screenplay - Motion Picture,Eric Roth
3778,people,1995,False,Best Screenplay - Motion Picture,Richard Curtis
3779,people,1995,False,Best Screenplay - Motion Picture,Paul Attanasio
3780,people,1995,False,Best Screenplay - Motion Picture,Frank Darabont
3781,people,1995,False,Best Original Score - Motion Picture,Alan Silvestri
3782,film,1995,False,Best Motion Picture - Drama,Legends of the Fall
3783,people,1995,True,Best Screenplay - Motion Picture,Quentin Tarantino
3784,people,1995,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Raul Julia
3785,people,1995,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Samuel L. Jackson
3786,people,1995,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Rutger Hauer
3787,people,1995,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",James Garner
3788,people,1995,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Alan Alda
3789,people,1995,True,Best Performance by an Actor In A Television Series - Drama,Dennis Franz
3790,people,1995,False,Best Performance by an Actor In A Television Series - Drama,Sam Waterston
3791,people,1995,False,Best Performance by an Actor In A Television Series - Drama,Tom Skerritt
3792,people,1995,False,Best Performance by an Actor In A Television Series - Drama,Jason Priestley
3793,people,1995,False,Best Performance by an Actor In A Television Series - Drama,Mandy Patinkin
3794,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laurie Metcalf
3795,people,1995,False,Best Performance by an Actor in a Motion Picture - Drama,John Travolta
3796,people,1995,False,Best Performance by an Actor in a Motion Picture - Drama,Brad Pitt
3797,people,1995,False,Best Performance by an Actor in a Motion Picture - Drama,Paul Newman
3798,people,1995,False,Best Performance by an Actor in a Motion Picture - Drama,Morgan Freeman
3799,people,1995,False,Best Original Score - Motion Picture,Elliot Goldenthal
3800,people,1995,True,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks
3801,people,1995,False,Best Original Score - Motion Picture,Mark Isham
3802,people,1995,True,Best Director - Motion Picture,Robert Zemeckis
3803,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julia Louis-Dreyfus
3804,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laura Leighton
3805,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jane Leeves
3806,people,1995,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dianne Wiest
3807,people,1995,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Robin Wright
3808,people,1995,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Uma Thurman
3809,people,1995,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sophia Loren
3810,people,1995,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kirsten Dunst
3811,people,1995,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Helen Hunt
3812,film,1995,True,Best Motion Picture – Non-English Language,Farinelli
3813,film,1995,False,Best Motion Picture – Non-English Language,To Live
3814,film,1995,False,Best Motion Picture – Non-English Language,Three Colors: Red
3815,film,1995,False,Best Motion Picture – Non-English Language,Queen Margot
3816,film,1995,False,Best Motion Picture – Non-English Language,Eat Drink Man Woman
3817,people,1995,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sônia Braga
3818,people,1995,False,Best Director - Motion Picture,Edward Zwick
3819,people,1995,False,Best Director - Motion Picture,Oliver Stone
3820,people,1995,False,Best Director - Motion Picture,Robert Redford
3821,people,1995,True,Best Original Score - Motion Picture,Hans Zimmer
3822,people,1995,False,Best Director - Motion Picture,Quentin Tarantino
3823,people,1994,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Tim Allen
3824,people,1994,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Katey Sagal
3825,people,1994,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp
3826,people,1994,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Hanks
3827,people,1994,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline
3828,people,1994,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colm Meaney
3829,people,1994,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams
3830,people,1994,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Craig Nelson
3831,people,1994,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Kelsey Grammer
3832,people,1994,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Patricia Richardson
3833,people,1994,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Will Smith
3834,people,1994,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Jerry Seinfeld
3835,people,1994,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Leonardo DiCaprio
3836,people,1994,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes
3837,people,1994,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Malkovich
3838,people,1994,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr
3839,people,1994,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meg Ryan
3840,people,1994,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen
3841,people,1994,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tommy Lee Jones
3842,people,1994,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Anjelica Huston
3843,people,1994,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Holly Hunter
3844,people,1994,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Faye Dunaway
3845,people,1994,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Helena Bonham Carter
3846,people,1994,True,Best Performance by an Actress In A Television Series - Drama,Kathy Baker
3847,people,1994,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julia Louis-Dreyfus
3848,people,1994,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Bette Midler
3849,people,1994,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Angela Bassett
3850,people,1994,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Theresa Saldana
3851,people,1994,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cecilia Peck
3852,people,1994,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Cynthia Gibb
3853,people,1994,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Stockard Channing
3854,people,1994,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anjelica Huston
3855,people,1994,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton
3856,people,1994,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sean Penn
3857,people,1994,False,Best Performance by an Actress In A Television Series - Drama,Jane Seymour
3858,people,1994,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jason Alexander
3859,tv-show,1994,False,Best Television Series - Musical or Comedy,Roseanne
3860,tv-show,1994,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Barbarians at the Gate
3861,tv-show,1994,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Heidi
3862,tv-show,1994,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Gypsy (1993-TV)
3863,tv-show,1994,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Columbo: It's All In The Game
3864,tv-show,1994,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",And the Band Played On
3865,tv-show,1994,True,Best Television Series - Musical or Comedy,Seinfeld
3866,tv-show,1994,False,Best Television Series - Musical or Comedy,Home Improvement
3867,song,1994,False,Best Original Song - Motion Picture,The Day I Fall In Love
3868,tv-show,1994,False,Best Television Series - Musical or Comedy,Frasier
3869,tv-show,1994,False,Best Television Series - Musical or Comedy,Coach
3870,tv-show,1994,True,Best Television Series - Drama,NYPD Blue
3871,tv-show,1994,False,Best Television Series - Drama,The Young Indiana Jones Chronicles
3872,tv-show,1994,False,Best Television Series - Drama,Picket Fences
3873,tv-show,1994,False,Best Television Series - Drama,Northern Exposure
3874,song,1994,False,Best Original Song - Motion Picture,Again
3875,song,1994,False,Best Original Song - Motion Picture,None
3876,people,1994,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dennis Franz
3877,people,1994,True,Best Performance by an Actress in a Motion Picture - Drama,Holly Hunter
3878,people,1994,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Mahoney
3879,people,1994,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jonathan Pryce
3880,people,1994,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beau Bridges
3881,people,1994,False,Best Performance by an Actress in a Motion Picture - Drama,Juliette Binoche
3882,people,1994,False,Best Performance by an Actress in a Motion Picture - Drama,Michelle Pfeiffer
3883,people,1994,False,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson
3884,people,1994,False,Best Performance by an Actress In A Television Series - Drama,Heather Locklear
3885,song,1994,False,Best Original Song - Motion Picture,(You Made Me) The Thief of Your Heart
3886,tv-show,1994,False,Best Television Series - Drama,Law & Order
3887,people,1994,False,Best Performance by an Actress In A Television Series - Drama,Janine Turner
3888,people,1994,False,Best Performance by an Actress In A Television Series - Drama,Sela Ward
3889,tv-show,1994,False,Best Television Series - Drama,"Dr. Quinn, Medicine Woman"
3890,people,1994,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Winona Ryder
3891,song,1994,True,Best Original Song - Motion Picture,Streets of Philadelphia
3892,people,1994,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ann-Margret Olsson
3893,people,1994,False,Best Performance by an Actress in a Motion Picture - Drama,Debra Winger
3894,people,1994,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Thompson
3895,people,1994,False,Best Screenplay - Motion Picture,Ruth Prawer Jhabvala
3896,people,1994,False,Best Screenplay - Motion Picture,Ron Nyswaner
3897,film,1994,True,Best Motion Picture - Musical or Comedy,Mrs. Doubtfire
3898,film,1994,False,Best Motion Picture - Musical or Comedy,Strictly Ballroom
3899,film,1994,False,Best Motion Picture - Musical or Comedy,Sleepless in Seattle
3900,film,1994,False,Best Motion Picture - Musical or Comedy,Much Ado About Nothing
3901,film,1994,False,Best Motion Picture - Musical or Comedy,Dave
3902,film,1994,True,Best Motion Picture - Drama,Schindler's List
3903,film,1994,False,Best Motion Picture - Drama,The Remains of the Day
3904,film,1994,False,Best Motion Picture - Drama,The Piano
3905,film,1994,False,Best Motion Picture - Drama,In the Name of the Father
3906,film,1994,False,Best Motion Picture - Drama,The Age of Innocence
3907,people,1994,True,Best Screenplay - Motion Picture,Steven Zaillian
3908,people,1994,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",James Garner
3909,people,1994,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Peter Strauss
3910,people,1994,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Matthew Modine
3911,people,1994,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jack Lemmon
3912,people,1994,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Peter Falk
3913,people,1994,True,Best Performance by an Actor In A Television Series - Drama,David Caruso
3914,people,1994,False,Best Performance by an Actor In A Television Series - Drama,Tom Skerritt
3915,people,1994,False,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor
3916,people,1994,False,Best Performance by an Actor In A Television Series - Drama,Rob Morrow
3917,people,1994,False,Best Performance by an Actor In A Television Series - Drama,Michael Moriarty
3918,people,1994,True,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks
3919,people,1994,False,Best Performance by an Actor in a Motion Picture - Drama,Anthony Hopkins
3920,people,1994,False,Best Performance by an Actor in a Motion Picture - Drama,Harrison Ford
3921,people,1994,False,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis
3922,people,1994,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rosie Perez
3923,people,1994,False,Best Screenplay - Motion Picture,Jane Campion
3924,people,1994,False,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson
3925,people,1994,False,Best Screenplay - Motion Picture,Robert Altman
3926,people,1994,True,Best Director - Motion Picture,Steven Spielberg
3927,people,1994,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anna Paquin
3928,film,1994,True,Best Motion Picture – Non-English Language,Farewell My Concubine
3929,people,1994,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Helen Hunt
3930,people,1994,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Penelope Ann Miller
3931,film,1994,False,Best Motion Picture – Non-English Language,The Wedding Banquet
3932,film,1994,False,Best Motion Picture – Non-English Language,Justiz
3933,film,1994,False,Best Motion Picture – Non-English Language,Flight of the Innocent
3934,film,1994,False,Best Motion Picture – Non-English Language,Three Colours: Blue (Trois couleurs: Bleu)
3935,people,1994,False,Best Director - Motion Picture,Martin Scorsese
3936,people,1994,False,Best Director - Motion Picture,James Ivory
3937,people,1994,False,Best Director - Motion Picture,Andrew Davis
3938,people,1994,False,Best Director - Motion Picture,Jane Campion
3939,people,1994,True,Best Original Score - Motion Picture,Kitarô Kitarô
3940,people,1994,False,Best Original Score - Motion Picture,Danny Elfman
3941,people,1994,False,Best Original Score - Motion Picture,John Williams
3942,people,1994,False,Best Original Score - Motion Picture,Michael Nyman
3943,people,1994,False,Best Original Score - Motion Picture,Zbigniew Preisner
3944,film,1993,True,Best Motion Picture – Non-English Language,Indochine
3945,film,1993,False,Best Motion Picture – Non-English Language,Close to Eden
3946,film,1993,False,Best Motion Picture – Non-English Language,Like Water for Chocolate
3947,film,1993,False,Best Motion Picture – Non-English Language,Schtonk!
3948,people,1993,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Plowright
3949,people,1993,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr
3950,people,1993,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Geraldine Chaplin
3951,people,1993,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Judy Davis
3952,people,1993,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Miranda Richardson
3953,people,1993,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Alfre Woodard
3954,people,1993,True,Best Director - Motion Picture,Clint Eastwood
3955,people,1993,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olympia Dukakis
3956,film,1993,False,Best Motion Picture – Non-English Language,All The Mornings of The World
3957,people,1993,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Al Pacino
3958,people,1993,False,Best Director - Motion Picture,Rob Reiner
3959,people,1993,False,Best Director - Motion Picture,Robert Redford
3960,people,1993,False,Best Director - Motion Picture,James Ivory
3961,people,1993,False,Best Director - Motion Picture,Robert Altman
3962,people,1993,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Chris O'Donnell
3963,people,1993,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Park Overall
3964,people,1993,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Paymer
3965,people,1993,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gene Hackman
3966,people,1993,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jason Alexander
3967,people,1993,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Corbett
3968,people,1993,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hume Cronyn
3969,people,1993,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Earl Holliman
3970,people,1993,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dean Stockwell
3971,people,1993,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maximilian Schell
3972,people,1993,True,Best Original Score - Motion Picture,Alan Menken
3973,people,1993,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laurie Metcalf
3974,people,1993,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Laura Dern
3975,people,1993,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Amanda Plummer
3976,people,1993,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Katey Sagal
3977,people,1993,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Marcello Mastroianni
3978,people,1993,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tim Robbins
3979,people,1993,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tim Robbins
3980,people,1993,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Tim Allen
3981,people,1993,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson
3982,people,1993,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Craig Nelson
3983,people,1993,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Ed O'Neill
3984,people,1993,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Burt Reynolds
3985,people,1993,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Will Smith
3986,people,1993,True,Best Performance by an Actor in a Television Series - Musical or Comedy,John Goodman
3987,people,1993,False,Best Original Score - Motion Picture,Vangelis Papathanassiou
3988,people,1993,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Crystal
3989,people,1993,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Nicolas Cage
3990,people,1993,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Helen Hunt
3991,people,1993,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gena Rowlands
3992,people,1993,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Candice Bergen
3993,people,1993,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Kirstie Alley
3994,people,1993,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Miranda Richardson
3995,people,1993,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep
3996,people,1993,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine
3997,people,1993,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Whoopi Goldberg
