,nominee_type,year,winner,award,title
1415,people,2014,False,Best Director - Motion Picture,Alexander Payne
1416,people,2014,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,June Squibb
1417,people,2014,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bruce Dern
1418,people,2014,False,Best Screenplay - Motion Picture,David O. Russell
1419,people,2014,False,Best Director - Motion Picture,David O. Russell
1420,people,2014,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bradley Cooper
1421,people,2014,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Lawrence
1422,people,2014,True,Best Director - Motion Picture,Alfonso Cuarón
1423,people,2014,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale
1424,people,2014,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Brühl
1425,people,2014,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Josh Charles
1426,people,2014,False,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies
1427,people,2014,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus
1428,people,2014,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox
1429,people,2014,False,Best Performance by an Actor In A Television Series - Drama,James Spader
1430,people,2014,False,Best Performance by an Actress In A Television Series - Drama,Kerry Washington
1431,people,2014,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Monica Potter
1432,people,2014,False,Best Performance by an Actress In A Television Series - Drama,Tatiana Maslany
1433,people,2014,False,Best Performance by an Actress In A Television Series - Drama,Taylor Schilling
1434,people,2014,False,Best Screenplay - Motion Picture,Jeff Pope
1435,people,2014,False,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench
1436,people,2014,False,Best Original Score - Motion Picture,Steven Price
1437,song,2013,True,Best Original Song - Motion Picture,Skyfall
1438,film,2013,False,Best Motion Picture - Drama,Zero Dark Thirty
1439,film,2013,False,Best Motion Picture - Drama,Lincoln
1440,people,2013,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Benedict Cumberbatch
1441,people,2013,False,Best Performance by an Actress In A Television Series - Drama,Glenn Close
1442,people,2013,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith
1443,people,2013,False,Best Performance by an Actor In A Television Series - Drama,Steve Buscemi
1444,people,2013,False,Best Performance by an Actress In A Television Series - Drama,Michelle Dockery
1445,people,2013,False,Best Performance by an Actress In A Television Series - Drama,Connie Britton
1446,people,2013,False,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies
1447,people,2013,True,Best Performance by an Actress In A Television Series - Drama,Claire Danes
1448,people,2013,False,Best Original Score - Motion Picture,Tom Tykwer
1449,people,2013,False,Best Original Score - Motion Picture,Dario Marianelli
1450,people,2013,False,Best Screenplay - Motion Picture,David O. Russell
1451,people,2013,False,Best Screenplay - Motion Picture,Mark Boal
1452,people,2013,False,Best Director - Motion Picture,Kathryn Bigelow
1453,people,2013,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Philip Seymour Hoffman
1454,people,2013,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sally Field
1455,people,2013,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman
1456,people,2013,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helen Hunt
1457,people,2013,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Hathaway
1458,people,2013,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams
1459,people,2013,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bradley Cooper
1460,people,2013,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray
1461,people,2013,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ewan McGregor
1462,people,2013,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman
1463,people,2013,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Black
1464,people,2013,False,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington
1465,people,2013,False,Best Performance by an Actor in a Motion Picture - Drama,Joaquin Phoenix
1466,people,2013,False,Best Performance by an Actor in a Motion Picture - Drama,Richard Gere
1467,people,2013,False,Best Performance by an Actress in a Motion Picture - Drama,Rachel Weisz
1468,people,2013,False,Best Performance by an Actress in a Motion Picture - Drama,Naomi Watts
1469,people,2013,False,Best Performance by an Actress in a Motion Picture - Drama,Helen Mirren
1470,people,2013,False,Best Performance by an Actress in a Motion Picture - Drama,Marion Cotillard
1471,people,2013,True,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain
1472,people,2013,False,Best Performance by an Actor In A Television Series - Drama,Bryan Cranston
1473,people,2013,False,Best Performance by an Actor In A Television Series - Drama,Jeff Daniels
1474,people,2013,False,Best Performance by an Actor In A Television Series - Drama,Jon Hamm
1475,people,2013,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hayden Panettiere
1476,people,2013,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Clive Owen
1477,people,2013,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Woody Harrelson
1478,people,2013,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Kevin Costner
1479,people,2013,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Sienna Miller
1480,people,2013,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Sigourney Weaver
